TIME,PowerConsumption(inkW),Power(inKwh),Power_final
00:05:00,52,0.866666667,4.333333335
00:05:00,48,0.8,4
00:05:00,51,0.85,4.25
00:05:00,43,0.716666667,3.583333335
00:05:00,52,0.866666667,4.333333335
00:05:00,50,0.833333333,4.166666665
00:05:00,58,0.966666667,4.833333335
00:05:00,60,1,5
00:05:00,38,0.633333333,3.166666665
00:05:00,44,0.733333333,3.666666665
00:05:00,36,0.6,3
00:05:00,36,0.6,3
00:05:00,59,0.983333333,4.916666665
00:05:00,46,0.766666667,3.833333335
00:05:00,59,0.983333333,4.916666665
00:05:00,45,0.75,3.75
00:05:00,60,1,5
00:05:00,59,0.983333333,4.916666665
00:05:00,51,0.85,4.25
00:05:00,33,0.55,2.75
00:05:00,52,0.866666667,4.333333335
00:05:00,32,0.533333333,2.666666665
00:05:00,60,1,5
00:05:00,53,0.883333333,4.416666665
00:05:00,55,0.916666667,4.583333335
00:05:00,41,0.683333333,3.416666665
00:05:00,56,0.933333333,4.666666665
00:05:00,32,0.533333333,2.666666665
00:05:00,40,0.666666667,3.333333335
00:05:00,58,0.966666667,4.833333335
00:05:00,51,0.85,4.25
00:05:00,48,0.8,4
00:05:00,39,0.65,3.25
00:05:00,50,0.833333333,4.166666665
00:05:00,39,0.65,3.25
00:05:00,50,0.833333333,4.166666665
00:05:00,35,0.583333333,2.916666665
00:05:00,43,0.716666667,3.583333335
00:05:00,45,0.75,3.75
00:05:00,37,0.616666667,3.083333335
00:05:00,45,0.75,3.75
00:05:00,44,0.733333333,3.666666665
00:05:00,45,0.75,3.75
00:05:00,48,0.8,4
00:05:00,56,0.933333333,4.666666665
00:05:00,50,0.833333333,4.166666665
00:05:00,36,0.6,3
00:05:00,41,0.683333333,3.416666665
00:05:00,59,0.983333333,4.916666665
00:06:00,32,0.533333333,2.666666665
00:06:00,50,0.833333333,4.166666665
00:06:00,36,0.6,3
00:06:00,45,0.75,3.75
00:06:00,40,0.666666667,3.333333335
00:06:00,60,1,5
00:06:00,57,0.95,4.75
00:06:00,43,0.716666667,3.583333335
00:06:00,33,0.55,2.75
00:06:00,32,0.533333333,2.666666665
00:06:00,45,0.75,3.75
00:06:00,43,0.716666667,3.583333335
00:06:00,31,0.516666667,2.583333335
00:06:00,44,0.733333333,3.666666665
00:06:00,54,0.9,4.5
00:06:00,32,0.533333333,2.666666665
00:06:00,33,0.55,2.75
00:06:00,60,1,5
00:06:00,34,0.566666667,2.833333335
00:06:00,50,0.833333333,4.166666665
00:06:00,56,0.933333333,4.666666665
00:06:00,46,0.766666667,3.833333335
00:06:00,47,0.783333333,3.916666665
00:06:00,39,0.65,3.25
00:06:00,32,0.533333333,2.666666665
00:06:00,37,0.616666667,3.083333335
00:06:00,43,0.716666667,3.583333335
00:06:00,41,0.683333333,3.416666665
00:06:00,31,0.516666667,2.583333335
00:06:00,58,0.966666667,4.833333335
00:06:00,57,0.95,4.75
00:06:00,36,0.6,3
00:06:00,48,0.8,4
00:06:00,43,0.716666667,3.583333335
00:06:00,40,0.666666667,3.333333335
00:06:00,60,1,5
00:06:00,50,0.833333333,4.166666665
00:06:00,45,0.75,3.75
00:06:00,59,0.983333333,4.916666665
00:06:00,51,0.85,4.25
00:06:00,56,0.933333333,4.666666665
00:06:00,49,0.816666667,4.083333335
00:06:00,55,0.916666667,4.583333335
00:06:00,48,0.8,4
00:06:00,40,0.666666667,3.333333335
00:06:00,57,0.95,4.75
00:06:00,50,0.833333333,4.166666665
00:06:00,37,0.616666667,3.083333335
00:06:00,36,0.6,3
00:06:00,55,0.916666667,4.583333335
00:06:00,40,0.666666667,3.333333335
00:06:00,54,0.9,4.5
00:06:00,36,0.6,3
00:06:00,44,0.733333333,3.666666665
00:06:00,55,0.916666667,4.583333335
00:06:00,32,0.533333333,2.666666665
00:06:00,56,0.933333333,4.666666665
00:06:00,54,0.9,4.5
00:06:00,59,0.983333333,4.916666665
00:06:00,40,0.666666667,3.333333335
00:07:00,51,0.85,4.25
00:07:00,57,0.95,4.75
00:07:00,58,0.966666667,4.833333335
00:07:00,47,0.783333333,3.916666665
00:07:00,42,0.7,3.5
00:07:00,56,0.933333333,4.666666665
00:07:00,55,0.916666667,4.583333335
00:07:00,35,0.583333333,2.916666665
00:07:00,59,0.983333333,4.916666665
00:07:00,38,0.633333333,3.166666665
00:07:00,35,0.583333333,2.916666665
00:07:00,52,0.866666667,4.333333335
00:07:00,31,0.516666667,2.583333335
00:07:00,48,0.8,4
00:07:00,50,0.833333333,4.166666665
00:07:00,36,0.6,3
00:07:00,42,0.7,3.5
00:07:00,48,0.8,4
00:07:00,48,0.8,4
00:07:00,31,0.516666667,2.583333335
00:07:00,37,0.616666667,3.083333335
00:07:00,39,0.65,3.25
00:07:00,42,0.7,3.5
00:07:00,59,0.983333333,4.916666665
00:07:00,56,0.933333333,4.666666665
00:07:00,60,1,5
00:07:00,32,0.533333333,2.666666665
00:07:00,39,0.65,3.25
00:07:00,33,0.55,2.75
00:07:00,49,0.816666667,4.083333335
00:07:00,44,0.733333333,3.666666665
00:07:00,32,0.533333333,2.666666665
00:07:00,34,0.566666667,2.833333335
00:07:00,58,0.966666667,4.833333335
00:07:00,53,0.883333333,4.416666665
00:07:00,37,0.616666667,3.083333335
00:07:00,35,0.583333333,2.916666665
00:07:00,33,0.55,2.75
00:07:00,41,0.683333333,3.416666665
00:07:00,59,0.983333333,4.916666665
00:07:00,40,0.666666667,3.333333335
00:07:00,33,0.55,2.75
00:07:00,51,0.85,4.25
00:07:00,52,0.866666667,4.333333335
00:07:00,54,0.9,4.5
00:07:00,31,0.516666667,2.583333335
00:07:00,32,0.533333333,2.666666665
00:07:00,58,0.966666667,4.833333335
00:07:00,31,0.516666667,2.583333335
00:07:00,41,0.683333333,3.416666665
00:07:00,57,0.95,4.75
00:07:00,59,0.983333333,4.916666665
00:07:00,49,0.816666667,4.083333335
00:07:00,48,0.8,4
00:07:00,54,0.9,4.5
00:07:00,42,0.7,3.5
00:07:00,53,0.883333333,4.416666665
00:07:00,43,0.716666667,3.583333335
00:07:00,46,0.766666667,3.833333335
00:07:00,40,0.666666667,3.333333335
00:08:00,38,0.633333333,3.166666665
00:08:00,37,0.616666667,3.083333335
00:08:00,39,0.65,3.25
00:08:00,55,0.916666667,4.583333335
00:08:00,37,0.616666667,3.083333335
00:08:00,56,0.933333333,4.666666665
00:08:00,39,0.65,3.25
00:08:00,45,0.75,3.75
00:08:00,45,0.75,3.75
00:08:00,40,0.666666667,3.333333335
00:08:00,32,0.533333333,2.666666665
00:08:00,46,0.766666667,3.833333335
00:08:00,52,0.866666667,4.333333335
00:08:00,46,0.766666667,3.833333335
00:08:00,37,0.616666667,3.083333335
00:08:00,48,0.8,4
00:08:00,44,0.733333333,3.666666665
00:08:00,58,0.966666667,4.833333335
00:08:00,54,0.9,4.5
00:08:00,53,0.883333333,4.416666665
00:08:00,37,0.616666667,3.083333335
00:08:00,52,0.866666667,4.333333335
00:08:00,42,0.7,3.5
00:08:00,40,0.666666667,3.333333335
00:08:00,49,0.816666667,4.083333335
00:08:00,35,0.583333333,2.916666665
00:08:00,60,1,5
00:08:00,52,0.866666667,4.333333335
00:08:00,41,0.683333333,3.416666665
00:08:00,57,0.95,4.75
00:08:00,43,0.716666667,3.583333335
00:08:00,57,0.95,4.75
00:08:00,60,1,5
00:08:00,43,0.716666667,3.583333335
00:08:00,53,0.883333333,4.416666665
00:08:00,45,0.75,3.75
00:08:00,32,0.533333333,2.666666665
00:08:00,58,0.966666667,4.833333335
00:08:00,40,0.666666667,3.333333335
00:08:00,55,0.916666667,4.583333335
00:08:00,32,0.533333333,2.666666665
00:08:00,60,1,5
00:08:00,60,1,5
00:08:00,47,0.783333333,3.916666665
00:08:00,52,0.866666667,4.333333335
00:08:00,32,0.533333333,2.666666665
00:08:00,40,0.666666667,3.333333335
00:08:00,57,0.95,4.75
00:08:00,54,0.9,4.5
00:08:00,59,0.983333333,4.916666665
00:08:00,43,0.716666667,3.583333335
00:08:00,43,0.716666667,3.583333335
00:08:00,39,0.65,3.25
00:08:00,56,0.933333333,4.666666665
00:08:00,42,0.7,3.5
00:08:00,58,0.966666667,4.833333335
00:08:00,36,0.6,3
00:08:00,48,0.8,4
00:08:00,49,0.816666667,4.083333335
00:08:00,38,0.633333333,3.166666665
00:09:00,37,0.616666667,3.083333335
00:09:00,36,0.6,3
00:09:00,37,0.616666667,3.083333335
00:09:00,41,0.683333333,3.416666665
00:09:00,37,0.616666667,3.083333335
00:09:00,36,0.6,3
00:09:00,52,0.866666667,4.333333335
00:09:00,45,0.75,3.75
00:09:00,48,0.8,4
00:09:00,33,0.55,2.75
00:09:00,56,0.933333333,4.666666665
00:09:00,38,0.633333333,3.166666665
00:09:00,60,1,5
00:09:00,38,0.633333333,3.166666665
00:09:00,57,0.95,4.75
00:09:00,38,0.633333333,3.166666665
00:09:00,55,0.916666667,4.583333335
00:09:00,40,0.666666667,3.333333335
00:09:00,44,0.733333333,3.666666665
00:09:00,58,0.966666667,4.833333335
00:09:00,60,1,5
00:09:00,59,0.983333333,4.916666665
00:09:00,58,0.966666667,4.833333335
00:09:00,56,0.933333333,4.666666665
00:09:00,41,0.683333333,3.416666665
00:09:00,53,0.883333333,4.416666665
00:09:00,51,0.85,4.25
00:09:00,59,0.983333333,4.916666665
00:09:00,58,0.966666667,4.833333335
00:09:00,46,0.766666667,3.833333335
00:09:00,49,0.816666667,4.083333335
00:09:00,39,0.65,3.25
00:09:00,52,0.866666667,4.333333335
00:09:00,54,0.9,4.5
00:09:00,60,1,5
00:09:00,53,0.883333333,4.416666665
00:09:00,49,0.816666667,4.083333335
00:09:00,37,0.616666667,3.083333335
00:09:00,60,1,5
00:09:00,58,0.966666667,4.833333335
00:09:00,53,0.883333333,4.416666665
00:09:00,59,0.983333333,4.916666665
00:09:00,35,0.583333333,2.916666665
00:09:00,60,1,5
00:09:00,54,0.9,4.5
00:09:00,47,0.783333333,3.916666665
00:09:00,58,0.966666667,4.833333335
00:09:00,37,0.616666667,3.083333335
00:09:00,48,0.8,4
00:09:00,53,0.883333333,4.416666665
00:09:00,55,0.916666667,4.583333335
00:09:00,34,0.566666667,2.833333335
00:09:00,49,0.816666667,4.083333335
00:09:00,35,0.583333333,2.916666665
00:09:00,34,0.566666667,2.833333335
00:09:00,31,0.516666667,2.583333335
00:09:00,59,0.983333333,4.916666665
00:09:00,48,0.8,4
00:09:00,32,0.533333333,2.666666665
00:09:00,37,0.616666667,3.083333335
00:10:00,48,0.8,4
00:10:00,59,0.983333333,4.916666665
00:10:00,58,0.966666667,4.833333335
00:10:00,51,0.85,4.25
00:10:00,34,0.566666667,2.833333335
00:10:00,55,0.916666667,4.583333335
00:10:00,37,0.616666667,3.083333335
00:10:00,49,0.816666667,4.083333335
00:10:00,37,0.616666667,3.083333335
00:10:00,40,0.666666667,3.333333335
00:10:00,38,0.633333333,3.166666665
00:10:00,35,0.583333333,2.916666665
00:10:00,53,0.883333333,4.416666665
00:10:00,49,0.816666667,4.083333335
00:10:00,45,0.75,3.75
00:10:00,33,0.55,2.75
00:10:00,34,0.566666667,2.833333335
00:10:00,50,0.833333333,4.166666665
00:10:00,57,0.95,4.75
00:10:00,48,0.8,4
00:10:00,44,0.733333333,3.666666665
00:10:00,42,0.7,3.5
00:10:00,57,0.95,4.75
00:10:00,52,0.866666667,4.333333335
00:10:00,56,0.933333333,4.666666665
00:10:00,34,0.566666667,2.833333335
00:10:00,37,0.616666667,3.083333335
00:10:00,58,0.966666667,4.833333335
00:10:00,35,0.583333333,2.916666665
00:10:00,40,0.666666667,3.333333335
00:10:00,58,0.966666667,4.833333335
00:10:00,51,0.85,4.25
00:10:00,48,0.8,4
00:10:00,54,0.9,4.5
00:10:00,36,0.6,3
00:10:00,58,0.966666667,4.833333335
00:10:00,52,0.866666667,4.333333335
00:10:00,50,0.833333333,4.166666665
00:10:00,53,0.883333333,4.416666665
00:10:00,42,0.7,3.5
00:10:00,39,0.65,3.25
00:10:00,44,0.733333333,3.666666665
00:10:00,40,0.666666667,3.333333335
00:10:00,36,0.6,3
00:10:00,51,0.85,4.25
00:10:00,33,0.55,2.75
00:10:00,46,0.766666667,3.833333335
00:10:00,52,0.866666667,4.333333335
00:10:00,33,0.55,2.75
00:10:00,48,0.8,4
00:10:00,54,0.9,4.5
00:10:00,53,0.883333333,4.416666665
00:10:00,46,0.766666667,3.833333335
00:10:00,57,0.95,4.75
00:10:00,56,0.933333333,4.666666665
00:10:00,50,0.833333333,4.166666665
00:10:00,35,0.583333333,2.916666665
00:10:00,46,0.766666667,3.833333335
00:10:00,41,0.683333333,3.416666665
00:10:00,59,0.983333333,4.916666665
00:11:00,46,0.766666667,3.833333335
00:11:00,46,0.766666667,3.833333335
00:11:00,35,0.583333333,2.916666665
00:11:00,32,0.533333333,2.666666665
00:11:00,56,0.933333333,4.666666665
00:11:00,52,0.866666667,4.333333335
00:11:00,55,0.916666667,4.583333335
00:11:00,56,0.933333333,4.666666665
00:11:00,44,0.733333333,3.666666665
00:11:00,48,0.8,4
00:11:00,57,0.95,4.75
00:11:00,55,0.916666667,4.583333335
00:11:00,47,0.783333333,3.916666665
00:11:00,49,0.816666667,4.083333335
00:11:00,36,0.6,3
00:11:00,59,0.983333333,4.916666665
00:11:00,37,0.616666667,3.083333335
00:11:00,51,0.85,4.25
00:11:00,56,0.933333333,4.666666665
00:11:00,45,0.75,3.75
00:11:00,52,0.866666667,4.333333335
00:11:00,40,0.666666667,3.333333335
00:11:00,40,0.666666667,3.333333335
00:11:00,57,0.95,4.75
00:11:00,51,0.85,4.25
00:11:00,57,0.95,4.75
00:11:00,48,0.8,4
00:11:00,52,0.866666667,4.333333335
00:11:00,56,0.933333333,4.666666665
00:11:00,46,0.766666667,3.833333335
00:11:00,50,0.833333333,4.166666665
00:11:00,46,0.766666667,3.833333335
00:11:00,49,0.816666667,4.083333335
00:11:00,52,0.866666667,4.333333335
00:11:00,37,0.616666667,3.083333335
00:11:00,54,0.9,4.5
00:11:00,59,0.983333333,4.916666665
00:11:00,34,0.566666667,2.833333335
00:11:00,40,0.666666667,3.333333335
00:11:00,44,0.733333333,3.666666665
00:11:00,47,0.783333333,3.916666665
00:11:00,53,0.883333333,4.416666665
00:11:00,60,1,5
00:11:00,54,0.9,4.5
00:11:00,46,0.766666667,3.833333335
00:11:00,45,0.75,3.75
00:11:00,58,0.966666667,4.833333335
00:11:00,36,0.6,3
00:11:00,56,0.933333333,4.666666665
00:11:00,55,0.916666667,4.583333335
00:11:00,53,0.883333333,4.416666665
00:11:00,54,0.9,4.5
00:11:00,49,0.816666667,4.083333335
00:11:00,38,0.633333333,3.166666665
00:11:00,57,0.95,4.75
00:11:00,31,0.516666667,2.583333335
00:11:00,32,0.533333333,2.666666665
00:11:00,47,0.783333333,3.916666665
00:11:00,46,0.766666667,3.833333335
00:11:00,58,0.966666667,4.833333335
00:12:00,39,0.65,3.25
00:12:00,34,0.566666667,2.833333335
00:12:00,45,0.75,3.75
00:12:00,49,0.816666667,4.083333335
00:12:00,55,0.916666667,4.583333335
00:12:00,44,0.733333333,3.666666665
00:12:00,49,0.816666667,4.083333335
00:12:00,42,0.7,3.5
00:12:00,40,0.666666667,3.333333335
00:12:00,42,0.7,3.5
00:12:00,53,0.883333333,4.416666665
00:12:00,36,0.6,3
00:12:00,48,0.8,4
00:12:00,40,0.666666667,3.333333335
00:12:00,59,0.983333333,4.916666665
00:12:00,40,0.666666667,3.333333335
00:12:00,37,0.616666667,3.083333335
00:12:00,50,0.833333333,4.166666665
00:12:00,42,0.7,3.5
00:12:00,32,0.533333333,2.666666665
00:12:00,59,0.983333333,4.916666665
00:12:00,59,0.983333333,4.916666665
00:12:00,33,0.55,2.75
00:12:00,60,1,5
00:12:00,32,0.533333333,2.666666665
00:12:00,36,0.6,3
00:12:00,53,0.883333333,4.416666665
00:12:00,39,0.65,3.25
00:12:00,45,0.75,3.75
00:12:00,44,0.733333333,3.666666665
00:12:00,35,0.583333333,2.916666665
00:12:00,35,0.583333333,2.916666665
00:12:00,35,0.583333333,2.916666665
00:12:00,31,0.516666667,2.583333335
00:12:00,31,0.516666667,2.583333335
